rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
49,doi:10.1002/ece3.11400,Temperature and soil moisture manipulation yields evidence of drought‐induced pollen limitation in bee‐pollinated squash,2024,Ecology and Evolution,https://doi.org/10.1002/ece3.11400,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
50,doi:10.1152/jn.00384.2019,Toward natural grasping with a tool: effects of practice and required accuracy on the kinematics of tool-use grasping,2020,Journal of Neurophysiology,https://doi.org/10.1152/jn.00384.2019,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
51,doi:10.1109/iros51168.2021.9636297,Behavior Self-Organization Supports Task Inference for Continual Robot Learning,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/iros51168.2021.9636297,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
52,doi:10.1145/3729343,VLATest: Testing and Evaluating Vision-Language-Action Models for Robotic Manipulation,2025,Proceedings of the ACM on Software Engineering,https://doi.org/10.1145/3729343,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
53,doi:10.1016/j.compag.2025.110365,Precision robotic spot-spraying: Reducing herbicide use and enhancing environmental outcomes in sugarcane,2025,Computers and Electronics in Agriculture,https://doi.org/10.1016/j.compag.2025.110365,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
54,doi:10.1108/ir-03-2025-0080,Human-assisted reinforcement learning and dynamic force patterns in contact-rich manipulation for robotic disassembly,2026,Industrial Robot: the international journal of robotics research and application,https://doi.org/10.1108/ir-03-2025-0080,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
55,doi:10.1177/21695172261439479,HyReach: Vision-Guided Hybrid Manipulator Reaching in Cluttered Unseen Environments,2026,Soft Robotics,https://doi.org/10.1177/21695172261439479,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
56,doi:10.1101/2024.02.21.581369,SpaCCC: Large language model-based cell-cell communication inference for spatially resolved transcriptomic data,,,https://doi.org/10.1101/2024.02.21.581369,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
57,doi:10.47611/jsrhs.v12i1.4076,Disentanglement of Latent Factors of Real and Fake Appearance for Deepfake Face Manipulation Detection,2023,Journal of Student Research,https://doi.org/10.47611/jsrhs.v12i1.4076,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
58,arxiv:2601.23087v4,CoLA-Flow Policy: Temporally Coherent Imitation Learning via Continuous Latent Action Flow Matching for Robotic Manipulation,2026,arXiv,http://arxiv.org/abs/2601.23087v4,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
59,arxiv:2605.16257v1,DexJoCo: A Benchmark and Toolkit for Task-Oriented Dexterous Manipulation on MuJoCo,2026,arXiv,http://arxiv.org/abs/2605.16257v1,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
60,doi:10.1109/lcsys.2022.3181800,NOSNOC: A Software Package for Numerical Optimal Control of Nonsmooth Systems,2022,arXiv,http://arxiv.org/abs/2203.11516v2,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
61,doi:10.1177/0278364919872545,Learning task-oriented grasping for tool manipulation from simulated self-supervision,2020,The International Journal of Robotics Research,https://doi.org/10.1177/0278364919872545,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
62,doi:10.1016/j.cogdev.2015.06.002,The roles of observation and manipulation in learning to use a tool,2015,Cognitive Development,https://doi.org/10.1016/j.cogdev.2015.06.002,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
63,doi:10.1016/b978-012078147-8/50060-8,Environmental manipulation for microbial control of insects,1998,Conservation Biological Control,https://doi.org/10.1016/b978-012078147-8/50060-8,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
64,arxiv:2112.03227v4,CALVIN: A Benchmark for Language-Conditioned Policy Learning for Long-Horizon Robot Manipulation Tasks,2021,arXiv,http://arxiv.org/abs/2112.03227v4,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
65,doi:10.1101/2021.03.05.434105,Parallel inference of hierarchical latent dynamics in two-photon calcium imaging of neuronal populations,,,https://doi.org/10.1101/2021.03.05.434105,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
66,doi:10.1007/s11336-020-09725-2,Latent Theme Dictionary Model for Finding Co-occurrent Patterns in Process Data,2020,Psychometrika,https://doi.org/10.1007/s11336-020-09725-2,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
67,doi:10.3389/frobt.2022.1009488,Robot tool use: A survey,2023,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2022.1009488,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
68,doi:10.1002/qre.2742,Risk Failure Deployment: A novel integrated tool to prioritize corrective actions in failure mode and effects analysis,2021,Quality and Reliability Engineering International,https://doi.org/10.1002/qre.2742,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
69,doi:10.7287/peerj.preprints.1815v1,Sex differences in object manipulation in wild immature chimpanzees and bonobos: Preparation for tool use?,,,https://doi.org/10.7287/peerj.preprints.1815v1,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
70,doi:10.1038/s41467-026-73395-4,Differentiable land model reveals global environmental controls on latent ecological functions,2026,Nature Communications,https://doi.org/10.1038/s41467-026-73395-4,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
71,doi:10.1108/ijhcqa-09-2015-0113,Use of failure mode effect analysis (FMEA) to improve medication management process,2017,International Journal of Health Care Quality Assurance,https://doi.org/10.1108/ijhcqa-09-2015-0113,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
72,doi:10.1126/scirobotics.adp0751,Development of compositionality through interactive learning of language and action of robots,2025,Science Robotics,https://doi.org/10.1126/scirobotics.adp0751,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
73,doi:10.3390/app15148120,Fuzzy Model Predictive Control for Unmanned Helicopter,2025,Applied Sciences,https://doi.org/10.3390/app15148120,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
74,arxiv:2603.04531v2,PTLD: Sim-to-real Privileged Tactile Latent Distillation for Dexterous Manipulation,2026,arXiv,http://arxiv.org/abs/2603.04531v2,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
75,arxiv:2504.04612v2,Tool-as-Interface: Learning Robot Policies from Observing Human Tool Use,2025,arXiv,http://arxiv.org/abs/2504.04612v2,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
76,arxiv:2509.01746v1,Fail2Progress: Learning from Real-World Robot Failures with Stein Variational Inference,2025,arXiv,http://arxiv.org/abs/2509.01746v1,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
77,arxiv:2606.03385v1,Grasp-Then-Plan with Failure Attribution: A Closed Two-Stage Framework for Precise and Generalizable Robotic Manipulation,2026,arXiv,http://arxiv.org/abs/2606.03385v1,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
78,arxiv:2603.15265v1,MoE-ACT: Scaling Multi-Task Bimanual Manipulation with Sparse Language-Conditioned Mixture-of-Experts Transformers,2026,arXiv,http://arxiv.org/abs/2603.15265v1,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
79,doi:10.1111/1467-8624.00127,A Perception–Action Perspective on Tool Use Development,2000,Child Development,https://doi.org/10.1111/1467-8624.00127,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
80,doi:10.3390/agriengineering6040279,Application of a Latent Diffusion Model to Plant Disease Detection by Generating Unseen Class Images,2024,AgriEngineering,https://doi.org/10.3390/agriengineering6040279,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
81,doi:10.3390/su9040583,A Fuzzy Logic-Based Tool for the Assessment of Corporate Sustainability: A Case Study in the Food Machinery Industry,2017,Sustainability,https://doi.org/10.3390/su9040583,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
82,arxiv:2104.01817v1,Fault-tolerant Control of Robot Manipulators with Sensory Faults using Unbiased Active Inference,2021,arXiv,http://arxiv.org/abs/2104.01817v1,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
83,doi:10.1115/detc2025-169527,VLAG: Graph-Based Planning for Vision-Language-Action Models in Long Horizon Manipulation Tasks,2025,Volume 3A: 51st Design Automation Conference (DAC),https://doi.org/10.1115/detc2025-169527,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
84,doi:10.3390/app10103535,A Combined Use of TRIZ Methodology and Eco-Compass tool as a Sustainable Innovation Model,2020,Applied Sciences,https://doi.org/10.3390/app10103535,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
85,doi:10.11591/ijece.v8i2.pp1230-1237,Tool Use Learning for a Real Robot,2018,International Journal of Electrical and Computer Engineering (IJECE),https://doi.org/10.11591/ijece.v8i2.pp1230-1237,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
86,doi:10.3390/math13223689,Rethinking I/O Caching for Large Language Model Inference on Resource-Constrained Mobile Platforms,2025,Mathematics,https://doi.org/10.3390/math13223689,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
87,doi:10.3390/machines6040046,Robot Coverage Path Planning under Uncertainty Using Knowledge Inference and Hedge Algebras,2018,Machines,https://doi.org/10.3390/machines6040046,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
88,doi:10.25215/9141002032.01,"PSYCHOLOGY OF EMOTIONAL MANIPULATION: EXPLORING POWER DYNAMICS, MENTAL HEALTH IMPACTS, AND PATHWAYS TO RESISTANCE",2020,"PSYCHOLOGY OF EMOTIONAL MANIPULATION: POWER, CONTROL, AND RESISTANCE",https://doi.org/10.25215/9141002032.01,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
89,arxiv:2605.19029v1,Distributionally Robust Control via Stein Variational Inference for Contact-Rich Manipulation,2026,arXiv,http://arxiv.org/abs/2605.19029v1,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
90,arxiv:2507.10672v1,Vision Language Action Models in Robotic Manipulation: A Systematic Review,2025,arXiv,http://arxiv.org/abs/2507.10672v1,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
91,arxiv:2506.07530v2,BitVLA: 1-bit Vision-Language-Action Models for Robotics Manipulation,2025,arXiv,http://arxiv.org/abs/2506.07530v2,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
92,arxiv:2508.15201v2,Survey of Vision-Language-Action Models for Embodied Manipulation,2025,arXiv,http://arxiv.org/abs/2508.15201v2,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
93,arxiv:2603.12193v1,SaPaVe: Towards Active Perception and Manipulation in Vision-Language-Action Models for Robotics,2026,arXiv,http://arxiv.org/abs/2603.12193v1,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
94,doi:10.22541/essoar.168132856.66485758/v1,"Ethical and Responsible Use of AI/ML in the Earth, Space, and Environmental Sciences",2023,,https://doi.org/10.22541/essoar.168132856.66485758/v1,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
95,doi:10.1002/oca.739,Optimal patterns of glider dynamic soaring,2004,Optimal Control Applications and Methods,https://doi.org/10.1002/oca.739,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
96,arxiv:2512.24014v1,iCLP: Large Language Model Reasoning with Implicit Cognition Latent Planning,2025,arXiv,http://arxiv.org/abs/2512.24014v1,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
97,doi:10.1609/aaai.v25i1.7979,Understanding Natural Language Commands for Robotic Navigation and Mobile Manipulation,2011,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v25i1.7979,Addresses tool use and manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Latent fixture inference keeps action-critical alternatives explicit until a physical observation collapses them.
